dig_round,anch_round,mean_ic,fix_round,run
0.9,0.4,0.18729533002070395,0.05,i) AcX + Trypsin
1.0,0.4,0.18268822422360248,0.05,i) AcX + Trypsin
0.0,0.5,0.028263878260869568,0.05,i) AcX + Trypsin
0.1,0.5,0.10108609316770185,0.05,i) AcX + Trypsin
0.2,0.5,0.14748239565217391,0.05,i) AcX + Trypsin
0.3,0.5,0.17913368799171844,0.05,i) AcX + Trypsin
0.4,0.5,0.19818553602484473,0.05,i) AcX + Trypsin
0.5,0.5,0.21034993602484472,0.05,i) AcX + Trypsin
0.6,0.5,0.21772448716356108,0.05,i) AcX + Trypsin
0.7,0.5,0.21964064513457557,0.05,i) AcX + Trypsin
0.8,0.5,0.21732023747412008,0.05,i) AcX + Trypsin
0.9,0.5,0.21610034844720497,0.05,i) AcX + Trypsin
1.0,0.5,0.21480268488612836,0.05,i) AcX + Trypsin
0.0,0.6,0.022660563561076603,0.05,i) AcX + Trypsin
0.1,0.6,0.09208785900621118,0.05,i) AcX + Trypsin
0.2,0.6,0.1394470449275362,0.05,i) AcX + Trypsin
0.3,0.6,0.1754552596273292,0.05,i) AcX + Trypsin
0.4,0.6,0.19850368902691512,0.05,i) AcX + Trypsin
0.5,0.6,0.2143695387163561,0.05,i) AcX + Trypsin
0.6,0.6,0.22582911345755693,0.05,i) AcX + Trypsin
0.7,0.6,0.23198349689440995,0.05,i) AcX + Trypsin
0.8,0.6,0.23620965672877847,0.05,i) AcX + Trypsin
0.9,0.6,0.23829836811594202,0.05,i) AcX + Trypsin
1.0,0.6,0.238874099378882,0.05,i) AcX + Trypsin
0.0,0.7,0.01669274927536232,0.05,i) AcX + Trypsin
0.1,0.7,0.07872459213250517,0.05,i) AcX + Trypsin
0.2,0.7,0.12580725217391306,0.05,i) AcX + Trypsin
0.3,0.7,0.16259733312629399,0.05,i) AcX + Trypsin
0.4,0.7,0.18901553188405798,0.05,i) AcX + Trypsin
0.5,0.7,0.2096526055900621,0.05,i) AcX + Trypsin
0.6,0.7,0.2241145244306418,0.05,i) AcX + Trypsin
0.7,0.7,0.23807544824016563,0.05,i) AcX + Trypsin
0.8,0.7,0.2433022672877847,0.05,i) AcX + Trypsin
0.9,0.7,0.24878973229813667,0.05,i) AcX + Trypsin
1.0,0.7,0.2514597256728779,0.05,i) AcX + Trypsin
0.0,0.8,0.010275333954451345,0.05,i) AcX + Trypsin
0.1,0.8,0.06546871573498965,0.05,i) AcX + Trypsin
0.2,0.8,0.10779445590062112,0.05,i) AcX + Trypsin
0.3,0.8,0.14357739482401657,0.05,i) AcX + Trypsin
0.4,0.8,0.17204845507246377,0.05,i) AcX + Trypsin
0.5,0.8,0.19489145942028985,0.05,i) AcX + Trypsin
0.6,0.8,0.21167935093167703,0.05,i) AcX + Trypsin
0.7,0.8,0.22616429523809525,0.05,i) AcX + Trypsin
0.8,0.8,0.23991018240165632,0.05,i) AcX + Trypsin
0.9,0.8,0.24536178861283645,0.05,i) AcX + Trypsin
1.0,0.8,0.2548271695652174,0.05,i) AcX + Trypsin
0.0,0.9,0.005196622153209109,0.05,i) AcX + Trypsin
0.1,0.9,0.04973776542443064,0.05,i) AcX + Trypsin
0.2,0.9,0.08897123830227743,0.05,i) AcX + Trypsin
0.3,0.9,0.12004250952380952,0.05,i) AcX + Trypsin
0.4,0.9,0.1486733304347826,0.05,i) AcX + Trypsin
0.5,0.9,0.17169350124223604,0.05,i) AcX + Trypsin
0.6,0.9,0.19100858633540374,0.05,i) AcX + Trypsin
0.7,0.9,0.20892259358178053,0.05,i) AcX + Trypsin
0.8,0.9,0.22075809440993788,0.05,i) AcX + Trypsin
0.9,0.9,0.23195063229813664,0.05,i) AcX + Trypsin
1.0,0.9,0.24071271697722568,0.05,i) AcX + Trypsin
0.0,1.0,0.0,0.05,i) AcX + Trypsin
0.1,1.0,0.03632044575569358,0.05,i) AcX + Trypsin
0.2,1.0,0.06836511842650103,0.05,i) AcX + Trypsin
0.3,1.0,0.0945254347826087,0.05,i) AcX + Trypsin
0.4,1.0,0.11742476480331263,0.05,i) AcX + Trypsin
0.5,1.0,0.13828787308488613,0.05,i) AcX + Trypsin
0.6,1.0,0.15691241718426502,0.05,i) AcX + Trypsin
0.7,1.0,0.17269780993788822,0.05,i) AcX + Trypsin
0.8,1.0,0.1881852320910973,0.05,i) AcX + Trypsin
0.9,1.0,0.20011105238095236,0.05,i) AcX + Trypsin
1.0,1.0,0.21151576438923397,0.05,i) AcX + Trypsin
0.0,0.0,0.0,0.1,i) AcX + Trypsin
0.1,0.0,0.0,0.1,i) AcX + Trypsin
0.2,0.0,0.0,0.1,i) AcX + Trypsin
0.3,0.0,0.0,0.1,i) AcX + Trypsin
0.4,0.0,0.0,0.1,i) AcX + Trypsin
0.5,0.0,0.0,0.1,i) AcX + Trypsin
0.6,0.0,0.0,0.1,i) AcX + Trypsin
0.7,0.0,0.0,0.1,i) AcX + Trypsin
0.8,0.0,0.0,0.1,i) AcX + Trypsin
0.9,0.0,0.0,0.1,i) AcX + Trypsin
1.0,0.0,0.0,0.1,i) AcX + Trypsin
0.0,0.1,0.039859875569358175,0.1,i) AcX + Trypsin
0.1,0.1,0.06821100703933748,0.1,i) AcX + Trypsin
0.2,0.1,0.07549634741200828,0.1,i) AcX + Trypsin
0.3,0.1,0.07454215755693581,0.1,i) AcX + Trypsin
0.4,0.1,0.07299260062111801,0.1,i) AcX + Trypsin
0.5,0.1,0.06887400848861283,0.1,i) AcX + Trypsin
0.6,0.1,0.06429223209109731,0.1,i) AcX + Trypsin
0.7,0.1,0.06199441097308488,0.1,i) AcX + Trypsin
0.8,0.1,0.05738942463768116,0.1,i) AcX + Trypsin
0.9,0.1,0.05343504409937888,0.1,i) AcX + Trypsin
1.0,0.1,0.05061765548654244,0.1,i) AcX + Trypsin
0.0,0.2,0.0409451132505176,0.1,i) AcX + Trypsin
0.1,0.2,0.09469803229813664,0.1,i) AcX + Trypsin
0.2,0.2,0.11509383540372671,0.1,i) AcX + Trypsin
0.3,0.2,0.12274605776397515,0.1,i) AcX + Trypsin
0.4,0.2,0.12515847763975155,0.1,i) AcX + Trypsin
0.5,0.2,0.12268447950310558,0.1,i) AcX + Trypsin
0.6,0.2,0.11649030186335405,0.1,i) AcX + Trypsin
0.7,0.2,0.11068994409937888,0.1,i) AcX + Trypsin
0.8,0.2,0.10777399792960664,0.1,i) AcX + Trypsin
0.9,0.2,0.10249816935817806,0.1,i) AcX + Trypsin
1.0,0.2,0.09716076749482401,0.1,i) AcX + Trypsin
0.0,0.3,0.03647156873706004,0.1,i) AcX + Trypsin
0.1,0.3,0.10214415714285714,0.1,i) AcX + Trypsin
0.2,0.3,0.13511298405797104,0.1,i) AcX + Trypsin
0.3,0.3,0.15142710600414078,0.1,i) AcX + Trypsin
0.4,0.3,0.15762114223602486,0.1,i) AcX + Trypsin
0.5,0.3,0.16027171242236024,0.1,i) AcX + Trypsin
0.6,0.3,0.15758565672877847,0.1,i) AcX + Trypsin
0.7,0.3,0.1557233403726708,0.1,i) AcX + Trypsin
0.8,0.3,0.14994434347826086,0.1,i) AcX + Trypsin
0.9,0.3,0.14635981180124222,0.1,i) AcX + Trypsin
1.0,0.3,0.13864468550724637,0.1,i) AcX + Trypsin
0.0,0.4,0.03220657908902692,0.1,i) AcX + Trypsin
0.1,0.4,0.10036386107660455,0.1,i) AcX + Trypsin
